# board=.../Downloads/test.pcb.bot.etch.tap
# tool size=0.007000
# pass=1
# preview window width=800 height=600
-0.07246, 0.28308,-0.07373, 0.28181
-0.07373, 0.28181,-0.07538, 0.28113
-0.07538, 0.28113,-0.15591, 0.28113
-0.15591, 0.28113,-0.15757, 0.28181
-0.15757, 0.28181,-0.15883, 0.28308
-0.15883, 0.28308,-0.15952, 0.28473
-0.15952, 0.28473,-0.15952, 0.30278
-0.15952, 0.30278,-0.17562, 0.30278
-0.17562, 0.30278,-0.17562, 0.26489
-0.17562, 0.26489,-0.17713, 0.25924
-0.17713, 0.25924,-0.18006, 0.25417
-0.18006, 0.25417,-0.19787, 0.23636
-0.19787, 0.23636,-0.20201, 0.23222
-0.20201, 0.23222,-0.20707, 0.22930
-0.20707, 0.22930,-0.21272, 0.22778
-0.21272, 0.22778,-0.63624, 0.22778
-0.63624, 0.22778,-0.63624, 0.22778
-0.63624, 0.22778,-0.63920, 0.22778
-0.63920, 0.22778,-0.64209, 0.22778
-0.64209, 0.22778,-0.64209, 0.22778
-0.64209, 0.22778,-0.64209, 0.22778
-0.64209, 0.22778,-0.64407, 0.22832
-0.64407, 0.22832,-0.64774, 0.22930
-0.64774, 0.22930,-0.64774, 0.22930
-0.64774, 0.22930,-0.64774, 0.22930
-0.64774, 0.22930,-0.64986, 0.23052
-0.64986, 0.23052,-0.65281, 0.23222
-0.65281, 0.23222,-0.65281, 0.23222
-0.65281, 0.23222,-0.65284, 0.23226
-0.65284, 0.23226,-0.65694, 0.23636
-0.65694, 0.23636,-0.65694, 0.23636
-0.65694, 0.23636,-0.71491, 0.29432
-0.71491, 0.29432,-0.72313, 0.28610
-0.72313, 0.28610,-0.72286, 0.28527
-0.72286, 0.28527,-0.72178, 0.27845
-0.72178, 0.27845,-0.72178, 0.27155
-0.72178, 0.27155,-0.72286, 0.26473
-0.72286, 0.26473,-0.72499, 0.25816
-0.72499, 0.25816,-0.72813, 0.25201
-0.72813, 0.25201,-0.73219, 0.24642
-0.73219, 0.24642,-0.73707, 0.24154
-0.73707, 0.24154,-0.74266, 0.23748
-0.74266, 0.23748,-0.74881, 0.23434
-0.74881, 0.23434,-0.75538, 0.23221
-0.75538, 0.23221,-0.76220, 0.23113
-0.76220, 0.23113,-0.76910, 0.23113
-0.76910, 0.23113,-0.77592, 0.23221
-0.77592, 0.23221,-0.78249, 0.23434
-0.78249, 0.23434,-0.78864, 0.23748
-0.78864, 0.23748,-0.79423, 0.24154
-0.79423, 0.24154,-0.79911, 0.24642
-0.79911, 0.24642,-0.80317, 0.25201
-0.80317, 0.25201,-0.80631, 0.25816
-0.80631, 0.25816,-0.80844, 0.26473
-0.80844, 0.26473,-0.80952, 0.27155
-0.80952, 0.27155,-0.80952, 0.27845
-0.80952, 0.27845,-0.80844, 0.28527
-0.80844, 0.28527,-0.80631, 0.29184
-0.80631, 0.29184,-0.80317, 0.29799
-0.80317, 0.29799,-0.79911, 0.30358
-0.79911, 0.30358,-0.79423, 0.30846
-0.79423, 0.30846,-0.78864, 0.31252
-0.78864, 0.31252,-0.78249, 0.31566
-0.78249, 0.31566,-0.77592, 0.31779
-0.77592, 0.31779,-0.76910, 0.31887
-0.76910, 0.31887,-0.76220, 0.31887
-0.76220, 0.31887,-0.75538, 0.31779
-0.75538, 0.31779,-0.75455, 0.31752
-0.75455, 0.31752,-0.73268, 0.33939
-0.73268, 0.33939,-0.73268, 0.33939
-0.73268, 0.33939,-0.73242, 0.33964
-0.73242, 0.33964,-0.72855, 0.34352
-0.72855, 0.34352,-0.67929, 0.39278
-0.67929, 0.39278,-0.67422, 0.39570
-0.67422, 0.39570,-0.66857, 0.39722
-0.66857, 0.39722,-0.60357, 0.39722
-0.60357, 0.39722,-0.60317, 0.39799
-0.60317, 0.39799,-0.59911, 0.40358
-0.59911, 0.40358,-0.59423, 0.40846
-0.59423, 0.40846,-0.58864, 0.41252
-0.58864, 0.41252,-0.58249, 0.41566
-0.58249, 0.41566,-0.57592, 0.41779
-0.57592, 0.41779,-0.56910, 0.41887
-0.56910, 0.41887,-0.56220, 0.41887
-0.56220, 0.41887,-0.55538, 0.41779
-0.55538, 0.41779,-0.54881, 0.41566
-0.54881, 0.41566,-0.54266, 0.41252
-0.54266, 0.41252,-0.53707, 0.40846
-0.53707, 0.40846,-0.53219, 0.40358
-0.53219, 0.40358,-0.52813, 0.39799
-0.52813, 0.39799,-0.52499, 0.39184
-0.52499, 0.39184,-0.52286, 0.38527
-0.52286, 0.38527,-0.52178, 0.37845
-0.52178, 0.37845,-0.52178, 0.37155
-0.52178, 0.37155,-0.52286, 0.36473
-0.52286, 0.36473,-0.52499, 0.35816
-0.52499, 0.35816,-0.52813, 0.35201
-0.52813, 0.35201,-0.53219, 0.34642
-0.53219, 0.34642,-0.53707, 0.34154
-0.53707, 0.34154,-0.54266, 0.33748
-0.54266, 0.33748,-0.54881, 0.33434
-0.54881, 0.33434,-0.55538, 0.33221
-0.55538, 0.33221,-0.56220, 0.33113
-0.56220, 0.33113,-0.56910, 0.33113
